                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     17,                0.77686,                0.50232,                0.96229,                0.97418,                0.97655,                0.99028,                0.88991,                0.53231,                0.27407,                0.84908,                0.00703,                0.00703,                0.00703
                     18,                0.77283,                0.49896,                0.95936,                0.97333,                0.97763,                0.99036,                0.89001,                0.53139,                0.27318,                0.84858,               0.006832,               0.006832,               0.006832
                     19,                0.76966,                0.49548,                0.95883,                0.97341,                0.97805,                0.99038,                0.89052,                0.53026,                0.27225,                0.84805,               0.006634,               0.006634,               0.006634
                     20,                0.76651,                0.49312,                0.95755,                0.97421,                0.97823,                0.99045,                0.89131,                0.52933,                 0.2713,                0.84769,               0.006436,               0.006436,               0.006436
                     21,                0.76448,                0.49182,                0.95686,                0.97554,                0.97797,                 0.9905,                0.89223,                0.52743,                0.27031,                0.84684,               0.006238,               0.006238,               0.006238
                     22,                0.76031,                0.48801,                0.95535,                0.97495,                0.97852,                0.99057,                 0.8931,                0.52608,                0.26927,                0.84628,                0.00604,                0.00604,                0.00604
                     23,                0.75692,                0.48343,                0.95378,                0.97534,                0.97843,                0.99052,                 0.8934,                0.52505,                0.26807,                0.84604,               0.005842,               0.005842,               0.005842
                     24,                0.75264,                0.48012,                0.95295,                 0.9763,                0.97835,                0.99066,                0.89454,                 0.5225,                0.26648,                0.84523,               0.005644,               0.005644,               0.005644
                     25,                0.75168,                0.47808,                 0.9518,                0.97649,                0.97849,                0.99072,                0.89528,                0.52094,                0.26557,                 0.8446,               0.005446,               0.005446,               0.005446
                     26,                0.74727,                0.47417,                0.95059,                0.97632,                 0.9791,                 0.9908,                0.89603,                0.51982,                0.26467,                  0.844,               0.005248,               0.005248,               0.005248
                     27,                0.74135,                0.47064,                0.94783,                0.97591,                0.97921,                0.99094,                0.89693,                0.51797,                0.26314,                0.84325,                0.00505,                0.00505,                0.00505
                     28,                0.73936,                0.46725,                0.94791,                 0.9761,                0.97934,                  0.991,                0.89705,                0.51713,                0.26244,                0.84299,               0.004852,               0.004852,               0.004852
                     29,                0.73555,                0.46441,                0.94599,                0.97582,                0.97985,                0.99089,                 0.8973,                0.51572,                0.26122,                 0.8425,               0.004654,               0.004654,               0.004654
                     30,                0.73131,                 0.4595,                0.94417,                 0.9757,                0.98053,                0.99088,                0.89807,                0.51362,                0.25993,                0.84173,               0.004456,               0.004456,               0.004456
                     31,                0.72782,                0.45617,                0.94237,                0.97603,                0.98102,                0.99099,                  0.899,                0.51204,                0.25833,                0.84097,               0.004258,               0.004258,               0.004258
                     32,                0.72461,                0.45242,                 0.9418,                0.97634,                0.98083,                0.99104,                 0.8995,                0.51064,                  0.257,                0.84043,                0.00406,                0.00406,                0.00406
                     33,                0.71965,                0.44975,                0.94011,                0.97668,                 0.9812,                0.99105,                0.90014,                0.50887,                0.25596,                0.83981,               0.003862,               0.003862,               0.003862
                     34,                 0.7154,                0.44506,                0.93869,                0.97611,                0.98209,                0.99111,                0.90087,                0.50715,                0.25445,                0.83916,               0.003664,               0.003664,               0.003664
                     35,                0.71138,                0.44046,                0.93706,                0.97728,                0.98187,                0.99116,                0.90154,                  0.506,                0.25349,                0.83863,               0.003466,               0.003466,               0.003466
                     36,                0.70569,                0.43587,                0.93502,                0.97778,                0.98162,                 0.9912,                0.90257,                0.50407,                0.25183,                 0.8378,               0.003268,               0.003268,               0.003268
                     37,                0.70118,                0.43226,                0.93357,                0.97879,                  0.981,                0.99125,                0.90326,                0.50164,                0.25075,                0.83679,                0.00307,                0.00307,                0.00307
                     38,                0.69769,                0.42763,                0.93208,                0.97851,                0.98059,                0.99065,                0.90301,                0.50019,                0.24947,                0.83628,               0.002872,               0.002872,               0.002872
                     39,                0.69003,                  0.421,                0.92998,                0.97849,                0.98195,                0.99127,                0.90479,                0.49866,                0.24838,                0.83565,               0.002674,               0.002674,               0.002674
                     40,                0.68577,                0.41769,                0.92827,                0.97819,                0.98243,                0.99138,                0.90566,                0.49678,                0.24695,                0.83491,               0.002476,               0.002476,               0.002476
                     41,                0.56441,                0.31392,                0.85803,                0.97967,                0.98201,                0.99147,                0.90719,                 0.4932,                0.24472,                0.83397,               0.002278,               0.002278,               0.002278
                     42,                0.55271,                0.30561,                0.85392,                0.98107,                0.98142,                 0.9916,                0.90931,                0.48728,                0.24162,                0.83219,                0.00208,                0.00208,                0.00208
                     43,                0.54413,                0.29781,                0.85088,                0.98018,                0.98272,                0.99177,                0.91132,                0.48247,                0.23852,                0.83088,               0.001882,               0.001882,               0.001882
                     44,                0.53471,                0.29074,                0.84756,                0.98064,                0.98363,                 0.9919,                0.91304,                0.47773,                0.23563,                0.82928,               0.001684,               0.001684,               0.001684
                     45,                0.52649,                0.28339,                0.84506,                 0.9808,                0.98478,                0.99203,                 0.9146,                0.47347,                0.23329,                0.82799,               0.001486,               0.001486,               0.001486
                     46,                0.51652,                0.27672,                0.84163,                0.98202,                0.98424,                0.99205,                0.91573,                   0.47,                0.23099,                0.82664,               0.001288,               0.001288,               0.001288
                     47,                0.50744,                 0.2699,                0.83864,                0.98203,                0.98438,                0.99215,                0.91708,                0.46711,                0.22913,                 0.8256,                0.00109,                0.00109,                0.00109
                     48,                 0.4978,                0.26155,                0.83591,                0.98174,                 0.9854,                0.99224,                0.91842,                0.46414,                0.22705,                0.82443,               0.000892,               0.000892,               0.000892
                     49,                0.48728,                0.25351,                0.83254,                0.98314,                0.98474,                0.99232,                0.91949,                0.46112,                0.22495,                0.82321,               0.000694,               0.000694,               0.000694
                     50,                0.47816,                0.24581,                0.83022,                 0.9837,                0.98428,                0.99233,                0.92065,                0.45814,                0.22321,                 0.8221,               0.000496,               0.000496,               0.000496
